2	ˊ
bin4	𬛜
bin4	󻱸
bin4	傧
bin4	摈
bin4	膑
bin4	髌
bin4	鬓
bin4	󹖞
bin4	󹌙
bin4	𩯔
bing	冫
bing	冰
bing	并
bing	兵
bing	屏
bing	檳
bing	栟
bing	掤
bing	仌
bing	氷
bing	幷
bing	屛
bing	梹
bing	幈
bing	栟
bing	仌
bing	𤝣
bing	𢲰
bing	𦴏
bing	䔊
bing	𥰅
bing	𩋒
bing	𠦛
bing	𣲝
bing	𠉔
bing	𠈯
bing	𠬿
bing	𢆙
bing	𠡿
bing	𨻱
bing	𢵁
bing	𡫅
bing	𡲍
bing	𢎴
bing	𣅍
bing	𥲂
bing	𨹗
bing	𩆢
bing	󺳅
bing	󺾣
bing	󻊊
bing	󻌠
bing	󻍦
bing	󻗭
bing	𫥇
bing	󽧭
bing	󽚫
bing	𪻤
bing	󹺓
bing	󼫈
bing	󼤱
bing	𬄂
bing	󼖺
bing	󼖷
bing	𪵢
bing	󹕎
bing	𣐚
bing	𨛪
bing	䈂
bing	鋲
bing	𫑌
bing3	丙
bing3	秉
bing3	屏
bing3	柄
bing3	炳
bing3	迸
bing3	稟
bing3	鉼
bing3	餅
bing3	怲
bing3	邴
bing3	陃
bing3	庰
bing3	昺
bing3	苪
bing3	窉
bing3	蛃
bing3	鞞
bing3	抦
bing3	昞
bing3	㶮
bing3	眪
bing3	屛
bing3	㨀
bing3	幈
bing3	棅
bing3	琕
bing3	逬
bing3	禀
bing3	餠
bing3	餜
bing3	䴵
bing3	𥅙
bing3	䋑
bing3	𦱮
bing3	鉼
bing3	𠛥
bing3	𡯞
bing3	𠱛
bing3	𡇤
bing3	𨓁
bing3	𡹾
bing3	𥪕
bing3	𩊖
bing3	𩶁
bing3	𡚛
bing3	𥝐
bing3	𣏲
bing3	庰
bing3	𥿒
bing3	𨔧
bing3	𨗙
bing3	𩌛
bing3	𠌸
bing3	𠒝
bing3	𠝎
bing3	𠰳
bing3	𡖛
bing3	𡛦
bing3	𣦪
bing3	𤳨
bing3	𥜘
bing3	𥟱
bing3	𦓲
bing3	𦙾
bing3	𦽰
bing3	𧗤
bing3	𨆟
bing3	𩏂
bing3	𩙋
bing3	𩠩
bing3	󺫟
bing3	󺬥
bing3	󺼏
bing3	󺿏
bing3	󻁁
bing3	󻋇
bing3	󻔷
bing3	󻔼
bing3	󹄑
bing3	󹆏
bing3	󽶣
bing3	𪣃
bing3	𪥇
bing3	󽳬
bing3	󽱔
bing3	󽮯
bing3	󽧾
bing3	󽧂
bing3	𫐣
bing3	𫥤
bing3	󽗄
bing3	󽑳
bing3	󹽽
bing3	󹻬
bing3	󹻌
bing3	󹷧
bing3	󹱻
bing3	󽆛
bing3	𪲪
bing3	󼴿
bing3	󼮤
bing3	𪹄
bing3	󼫈
bing3	󼣴
bing3	󼚼
bing3	󼚨
bing3	󼌇
bing3	𬕢
bing3	󹬭
bing3	󻠞
bing3	饼
bing3	绠
bing3	鞆
bing3	燷
bing3	癝
bing3	󹐍
bing3	󹎯
bing3	𠫧
bing3	𤤝
bing3	𤈃
bing3	𤊔
bing3	𦫏
bing3	𢝦
bing3	𨕈
bing3	𥔝
bing3	𧇴
bing3	𨪣
bing3	𫖓
bing3	𫚎
bing3	𫅚
bing3	󰀘
bing3	󰀙
bing3	󰔰
bing3	󰛲
bing3	󰜇
bing3	󰜉
bing3	󰜊
bing4	并
bing4	並
bing4	併
bing4	柄
bing4	病
bing4	摒
bing4	庰
bing4	偋
bing4	寎
bing4	㓈
bing4	幷
bing4	抦
bing4	倂
bing4	栤
bing4	竝
bing4	㨀
bing4	棅
bing4	逬
bing4	鈵
bing4	靐
bing4	开
bing4	𠊧
bing4	傡
bing4	䗒
bing4	𩬝
bing4	鮩
bing4	𨆱
bing4	𥒜
bing4	𢉟
bing4	𢔧
bing4	𨋲
bing4	𢆢
bing4	𢊜
bing4	𣰜
bing4	𦡻
bing4	𦿅
bing4	𥖬
bing4	𩹁
bing4	𩮟
bing4	𡘋
bing4	𢆙
bing4	𤵣
bing4	庰
bing4	𤖉
bing4	𠀤
bing4	𠌸
bing4	𢆩
bing4	𤳨
bing4	𤻏
bing4	𤽮
bing4	𧦖
bing4	𨤰
bing4	𩩖
bing4	󺮔
bing4	󺷐
bing4	󻅦
bing4	󻔷
bing4	󻗆
bing4	𪠆
bing4	󽢭
bing4	󽛴
bing4	󽛄
bing4	𪻁
bing4	󺛲
bing4	󺑹
bing4	󽁀
bing4	󼾃
bing4	󼽋
bing4	󼻒
bing4	󼮤
bing4	󼗯
bing4	󼉟
bing4	󻵔
bing4	󻴜
bing4	󻱔
bing4	󻧍
bing4	󹏐
bing4	𣑏
bing4	𡌶
bing4	𪽲
bing4	󰀾
bing4	󰖨
bu	誧
bu	峬
bu	晡
bu	逋
bu	餔
bu	鯆
bu	鵏
bu	庯
bu	陠
bu	䊇
bu	𩶉
bu	𩹲
bu	𠬣
bu	𨓥
bu	𥪀
bu	𠀚
bu	𣆵
bu	𣇀
bu	𥹴
bu	𨕝
bu	𥂈
bu	𨿌
bu	𥡨
bu	𧗉
bu	𨗗
bu	𪁭
bu	𩺼
bu	𠚉
bu	𥙳
bu	𦔙
bu	𧻷
bu	󺦹
bu	󻃟
bu	𫗦
bu	󼖁
bu	钸
bu	𢌠
bu	𫚙
bu2	不
bu2	轐
bu2	醭
bu2	𥻞
bu2	𫐗
bu3	卜
bu3	哺
bu3	埔
bu3	捕
bu3	補
bu3	鳪
bu3	獛
bu3	䀯
bu3	㙛
bu3	䋠
bu3	䪔
bu3	虲
bu3	𤣰
bu3	𢽊
bu3	㨐
bu3	䪁
bu3	𩯏
bu3	𣱶
bu3	𥃨
bu3	𡡐
bu3	𨴪
bu3	𩢕
bu3	𤗵
bu3	𩍩
bu3	𩏵
bu3	𠁢
bu3	𠁡
bu3	𢒏
bu3	𨾇
bu3	𥙷
bu3	𩋼
bu3	𩮽
bu3	𩏮
bu3	𢼹
bu3	𤞨
bu3	𥣌
bu3	𩌣
bu3	𩮕
bu3	󺯢
bu3	󺯣
bu3	󺿙
bu3	󻆟
bu3	󻌈
bu3	󻑗
bu3	𪽁
bu3	𫁰
bu3	𫃚
bu3	󽿪
bu3	󽻵
bu3	󽎘
bu3	󼱰
bu3	󼣾
bu3	󼘖
bu3	󼆖
bu3	补
bu3	󹖟
bu3	𦓦
bu3	󿿨
bu3	𪎍
bu3	𠧮
bu3	𣵝
bu3	𪋿
bu3	𠨉
bu3	𫜫
bu3	𫜦
bu4	不
bu4	布
bu4	佈
bu4	步
bu4	怖
bu4	哺
bu4	捕
bu4	埠
bu4	部
bu4	鈽
bu4	簿
bu4	吥
bu4	咘
bu4	抪
bu4	捗
bu4	蔀
bu4	餔
bu4	篰
bu4	鵏
bu4	歨
bu4	歩
bu4	㳍
bu4	还
bu4	柨
bu4	徏
bu4	陠
bu4	㻉
bu4	荹
bu4	鈈
bu4	䊇
bu4	䝵
bu4	䪔
bu4	餢
bu4	㰆
bu4	鞴
bu4	廍
bu4	㐬
bu4	𠜙
bu4	㧫
bu4	悑
bu4	𥑢
bu4	䏽
bu4	䑰
bu4	𤸵
bu4	郶
bu4	𩊬
bu4	䒀
bu4	𦽮
bu4	𩌏
bu4	䴺
bu4	𩍁
bu4	韛
bu4	䪇
bu4	𢇴
bu4	㱛
bu4	𨛒
bu4	𧉩
bu4	㾟
bu4	𤚵
bu4	𩣝
bu4	𥳖
bu4	𩷖
bu4	𪖈
bu4	𩏵
bu4	𠀚
bu4	𢁙
bu4	𣥕
bu4	𠙐
bu4	𢬾
bu4	𤵗
bu4	䑧
bu4	𦜟
bu4	𥹴
bu4	𥂈
bu4	𨿌
bu4	𩎬
bu4	𦻈
bu4	𧗉
bu4	𨍭
bu4	𩎻
bu4	𩏃
bu4	𪁭
bu4	𩅇
bu4	𩌎
bu4	𩏕
bu4	𩍘
bu4	𣠻
bu4	𩏮
bu4	𩏯
bu4	𠘁
bu4	𡵯
bu4	𣥶
bu4	𣧘
bu4	𤤉
bu4	𥳃
bu4	𥽎
bu4	𦨥
bu4	𨋞
bu4	𨐷
bu4	𩊶
bu4	𩍈
bu4	𩻗
bu4	󺱫
bu4	󺲰
bu4	󻒜
bu4	𪭬
bu4	𪻟
bu4	𫗦
bu4	󹂧
bu4	󽬳
bu4	󽦾
bu4	󽤚
bu4	𪨏
bu4	󽘩
bu4	󽔖
bu4	󽑕
bu4	𫽉
bu4	󽏼
bu4	󺒎
bu4	󺇈
bu4	󺅚
bu4	󹷕
bu4	󽀾
bu4	󼼠
bu4	󼺹
bu4	󼶨
bu4	󼵀
bu4	𫨚
bu4	󼪑
bu4	󼅖
bu4	󹧖
bu4	󻷒
bu4	𫉾
bu4	󻩝
bu4	㘵
bu4	钚
bu4	郸
bu4	󹓷
bu4	𡉤
bu4	𣲮
bu4	𤘮
bu4	𠲇
bu4	𡥢
bu4	𠦥
bu4	𠳤
bu4	埗
bu4	𡝃
bu4	𢈨
bu4	𠦭
bu4	𥙺
bu4	𤦞
bu4	𥒼
bu4	𨳫
bu4	𥓢
bu4	𡏿
bu4	󿾴
bu4	𣚷
bu4	𪜛
bu4	𫛄
bu4	𫚨
bu4	󰀍
bu4	󰀎
bu4	󰀏
bu4	󰀐
bu4	󰀑
bu4	󰀒
bu4	󰀓
bu4	󰀔
bu4	󰀕
bu4	󰀖
bu4	󰀗
bu4	󰙲
ba	八
ba	巴
ba	叭
ba	扒
ba	吧
ba	芭
ba	疤
ba	捌
ba	笆
ba	仈
ba	朳
ba	峇
ba	粑
ba	蚆
ba	豝
ba	鈀
ba	玌
ba	㺫
ba	岜
ba	㿬
ba	哵
ba	羓
ba	釟
ba	㺩
ba	𤜱
ba	㺴
ba	𤤒
ba	㭭
ba	𧵅
ba	䈈
ba	䰾
ba	䶕
ba	𤣸
ba	𥐙
ba	𢻷
ba	㸭
ba	𧲧
ba	𨊹
ba	𩡩
ba	䤢
ba	䔤
ba	𧎱
ba	𢪺
ba	𡸡
ba	𠛋
ba	𠵺
ba	𡚭
ba	𢠭
ba	𤜞
ba	𥮇
ba	𦓧
ba	𧦿
ba	𧴩
ba	𩂑
ba	𩚥
ba	𩠀
ba	𩫵
ba	𩵒
ba	󺬞
ba	󺱸
ba	󻍠
ba	𪩬
ba	𫓥
ba	󽾧
ba	󽸵
ba	󽰕
ba	󽯄
ba	󽦗
ba	󽡍
ba	󽜍
ba	󽊧
ba	𫕠
ba	󼇺
ba	钯
ba	紦
ba	鲃
ba	魞
ba	󹜤
ba	𣲩
ba	𣲯
ba	𥾈
ba	𤤣
ba	𫙈
ba	𫜨
ba	𪬎
ba2	拔
ba2	跋
ba2	鈸
ba2	犮
ba2	柭
ba2	胈
ba2	茇
ba2	菝
ba2	詙
ba2	軷
ba2	魃
ba2	鼥
ba2	抜
ba2	秡
ba2	墢
ba2	㧊
ba2	坺
ba2	𢇷
ba2	炦
ba2	𤕳
ba2	𧘟
ba2	䘠
ba2	䟛
ba2	颰
ba2	䮂
ba2	鮁
ba2	䳁
ba2	𣧧
ba2	𥎱
ba2	𧺡
ba2	𧿳
ba2	𨈩
ba2	𩖣
ba2	𦤚
ba2	𩡍
ba2	拔
ba2	𢫂
ba2	𢪺
ba2	𥥛
ba2	𡍰
ba2	𧺺
ba2	䟦
ba2	𩖰
ba2	𦳺
ba2	𨾩
ba2	𩖮
ba2	𩖽
ba2	𩢚
ba2	䳊
ba2	𩸿
ba2	𪖆
ba2	󿯉
ba2	𢪹
ba2	𥊙
ba2	𦭞
ba2	𩊤
ba2	𩙥
ba2	󺠛
ba2	󺤌
ba2	󺦜
ba2	󺫆
ba2	󺰝
ba2	󺰞
ba2	󺺰
ba2	󺼹
ba2	󻍿
ba2	𫠇
ba2	𫐈
ba2	󽴬
ba2	󽲹
ba2	󽩭
ba2	𫼦
ba2	󽩢
ba2	󽛃
ba2	󽙄
ba2	󽇡
ba2	󽇞
ba2	󺅉
ba2	󹼭
ba2	󹸬
ba2	󼷎
ba2	󼶤
ba2	𬫋
ba2	𬫆
ba2	󼕟
ba2	󼈞
ba2	󹯧
ba2	󹨠
ba2	󹧚
ba2	󹡻
ba2	钯
ba2	𡶖
ba2	㧞
ba2	𢬌
ba2	𢬌
ba2	𣐪
ba2	跋
ba2	𨨈
ba3	把
ba3	靶
ba3	鈀
ba3	㧱
ba3	𢃳
ba3	𢮤
ba3	𢺞
ba3	󽩩
ba3	㞎
ba3	钯
ba4	伯
ba4	把
ba4	杷
ba4	爸
ba4	耙
ba4	罷
ba4	霸
ba4	壩
ba4	灞
ba4	弝
ba4	猈
ba4	跁
ba4	矲
ba4	垻
ba4	㧱
ba4	罢
ba4	覇
ba4	䩻
ba4	㶚
ba4	欛
ba4	䃻
ba4	皅
ba4	𥝧
ba4	㭛
ba4	䇑
ba4	𩨜
ba4	䰾
ba4	䆉
ba4	䎱
ba4	䥯
ba4	𦫙
ba4	𩃴
ba4	𩽷
ba4	𢮤
ba4	𤕕
ba4	𣍸
ba4	𥪎
ba4	𧟲
ba4	𧟳
ba4	𦋼
ba4	𧟽
ba4	𩄤
ba4	𧈉
ba4	𣠽
ba4	𢺞
ba4	𨰟
ba4	𤜕
ba4	𦼛
ba4	𧕀
ba4	𧟶
ba4	𧿏
ba4	𩵒
ba4	󺣠
ba4	󺻮
ba4	󺾲
ba4	󺾳
ba4	󻀩
ba4	󻈣
ba4	󽓐
ba4	𫏒
ba4	󼆉
ba4	󻶬
ba4	󻟩
ba4	坝
ba4	鲃
ba4	魞
ba4	鲅
ba4	鲌
ba4	󹔯
ba4	󹒿
ba4	󹑜
ba4	󹍌
ba4	𦉵
ba4	𣞻
ba4	𥷵
ba4	𤫦
ba4	𪤄
ba4	𪽝
ba4	𫁂
ba4	𫔆
ba4	󰈅
ba4	󰈆
ba5	吧
ba5	杷
ba5	琶
ba5	罷
ba5	罢
ba5	欛
ba5	𤧲
ba5	𦋼
ba5	𧟽
ba5	𣠽
ba5	𣬶
ba5	𣬷
bo	波
bo	玻
bo	剝
bo	般
bo	缽
bo	菠
bo	撥
bo	岥
bo	柭
bo	砵
bo	趵
bo	啵
bo	袚
bo	碆
bo	嶓
bo	餑
bo	嚗
bo	蹳
bo	鱍
bo	癶
bo	㣼
bo	肑
bo	剥
bo	盋
bo	紴
bo	鉢
bo	溊
bo	𠚪
bo	𣥠
bo	𦨚
bo	𧘟
bo	䘠
bo	㞈
bo	䃗
bo	鮁
bo	𦪑
bo	𦢊
bo	㿺
bo	驋
bo	𡗜
bo	𢂍
bo	𥁅
bo	𦬝
bo	𥁈
bo	𠸳
bo	𧲯
bo	𥮯
bo	𩬸
bo	𣀠
bo	𣋵
bo	𩯌
bo	𠚩
bo	𠚬
bo	𠠴
bo	𠧓
bo	𠇿
bo	𢻭
bo	𠛧
bo	𤿉
bo	𤿈
bo	𣴫
bo	𦨟
bo	𦨗
bo	𧙄
bo	𥓑
bo	𣊴
bo	𧬉
bo	𨅢
bo	𡄗
bo	𩸿
bo	𠤻
bo	𠺣
bo	𠼭
bo	𡀖
bo	𤜧
bo	𤼦
bo	𤼵
bo	𦲱
bo	𧞴
bo	𨭂
bo	𨴤
bo	𩄔
bo	𩍣
bo	𩜤
bo	𩜥
bo	𩧯
bo	󺴲
bo	󻐌
bo	𪡈
bo	󽭏
bo	󽤃
bo	󽡾
bo	𪣭
bo	󽒇
bo	󽐍
bo	󽐈
bo	󺌌
bo	󹾛
bo	󹼝
bo	󽁰
bo	󼹿
bo	󼟨
bo	󼜆
bo	𪹸
bo	拨
bo	泼
bo	袯
bo	钵
bo	饽
bo	䝛
bo	鲅
bo	󹝆
bo	󹐦
bo	𠱀
bo	𣐪
bo	𧘴
bo	𢳲
bo	𨦏
bo	𨦐
bo	𫏆
bo	𪟔
bo	𪼠
bo	󰜗
bo	󰜘
bo	󰝊
bo2	白
bo2	百
bo2	伯
bo2	孛
bo2	佰
bo2	帛
bo2	拍
bo2	泊
bo2	勃
bo2	柏
bo2	悖
bo2	脖
bo2	舶
bo2	荸
bo2	博
bo2	渤
bo2	菔
bo2	搏
bo2	鈸
bo2	鉑
bo2	雹
bo2	箔
bo2	膊
bo2	駁
bo2	蔔
bo2	薄
bo2	爆
bo2	簿
bo2	犮
bo2	彴
bo2	瓝
bo2	挬
bo2	浡
bo2	瓟
bo2	郣
bo2	桲
bo2	軷
bo2	猼
bo2	葧
bo2	僰
bo2	誖
bo2	踄
bo2	踣
bo2	鋍
bo2	馞
bo2	駮
bo2	謈
bo2	豰
bo2	懪
bo2	濼
bo2	簙
bo2	襏
bo2	鎛
bo2	餺
bo2	鵓
bo2	礡
bo2	糪
bo2	髆
bo2	欂
bo2	襮
bo2	鑮
bo2	鸔
bo2	叐
bo2	犻
bo2	肑
bo2	妭
bo2	帞
bo2	敀
bo2	洦
bo2	㹮
bo2	苩
bo2	䟔
bo2	㟑
bo2	栢
bo2	㼟
bo2	㿟
bo2	盋
bo2	㪍
bo2	淿
bo2	䞜
bo2	㴖
bo2	湐
bo2	貃
bo2	䨌
bo2	䬪
bo2	愽
bo2	鉢
bo2	㴾
bo2	煿
bo2	艊
bo2	䨔
bo2	䞳
bo2	䮀
bo2	䪔
bo2	䳆
bo2	㩛
bo2	髉
bo2	䭦
bo2	萡
bo2	仢
bo2	学
bo2	𠃱
bo2	𤜲
bo2	󿿻
bo2	侼
bo2	𢫦
bo2	𡋯
bo2	䄶
bo2	㫲
bo2	㶿
bo2	㼎
bo2	㼣
bo2	𥩾
bo2	䣮
bo2	㗘
bo2	愂
bo2	𤊹
bo2	𥭖
bo2	䟮
bo2	𠍷
bo2	牔
bo2	𧟱
bo2	䭯
bo2	䈏
bo2	骲
bo2	䯋
bo2	𦃙
bo2	䍸
bo2	䗚
bo2	䙏
bo2	𩊬
bo2	䪬
bo2	鮊
bo2	𧳵
bo2	𩃶
bo2	㩧
bo2	𦡰
bo2	𥴮
bo2	䌟
bo2	𦢊
bo2	䑈
bo2	𩌏
bo2	䮡
bo2	𢥑
bo2	䂍
bo2	䰊
bo2	𩹏
bo2	𦆿
bo2	𦢸
bo2	䵗
bo2	䪇
bo2	𩱚
bo2	䶈
bo2	𪙍
bo2	𪇰
bo2	𠮭
bo2	𠧛
bo2	𢫯
bo2	𣭷
bo2	𦯉
bo2	𥞳
bo2	𥭀
bo2	𦰬
bo2	𥹸
bo2	𦋉
bo2	𤚽
bo2	馛
bo2	𩣡
bo2	𢠺
bo2	𣽡
bo2	𤍗
bo2	𦤚
bo2	𤏮
bo2	𤗳
bo2	𤾝
bo2	𩗓
bo2	𦤣
bo2	𧪶
bo2	𢣞
bo2	𩷚
bo2	𪌰
bo2	𢐾
bo2	𣀠
bo2	𩄿
bo2	𩟕
bo2	𨏫
bo2	𩍿
bo2	𩽛
bo2	𤼽
bo2	𡥇
bo2	𢻭
bo2	𤝂
bo2	𦣺
bo2	𡥐
bo2	𤕝
bo2	𤝜
bo2	𤝔
bo2	𤿉
bo2	𤿈
bo2	㔜
bo2	𡥏
bo2	𡥞
bo2	𣅽
bo2	𤝡
bo2	𤼧
bo2	𤽐
bo2	𢭍
bo2	𢚦
bo2	𤉤
bo2	博
bo2	𡍧
bo2	𢰏
bo2	𨒠
bo2	𣶊
bo2	𧺺
bo2	𤋪
bo2	𨾩
bo2	𧻳
bo2	𠽢
bo2	𢠜
bo2	𤎨
bo2	𤏰
bo2	𥯷
bo2	𦸦
bo2	䞸
bo2	𩐟
bo2	𠒹
bo2	𢨋
bo2	𦻈
bo2	𦻉
bo2	𧽂
bo2	𩣄
bo2	𨍭
bo2	𩄉
bo2	𢣡
bo2	𦼭
bo2	𧽴
bo2	𩡒
bo2	𥴾
bo2	𧬉
bo2	𩅒
bo2	𩸊
bo2	𤒁
bo2	𩅟
bo2	𩞽
bo2	𢥟
bo2	𢹯
bo2	𪍡
bo2	𤄶
bo2	𤒺
bo2	𧲐
bo2	䥬
bo2	𩆗
bo2	𩟛
bo2	𢑾
bo2	𤓊
bo2	𦣈
bo2	𩁠
bo2	𩏮
bo2	𩏯
bo2	𧟊
bo2	𥽷
bo2	𩼬
bo2	𩫯
bo2	𪎄
bo2	𩇌
bo2	𪈫
bo2	𪈚
bo2	𪚂
bo2	𪚈
bo2	𠑵
bo2	𠒧
bo2	𠩡
bo2	𠷺
bo2	𢨧
bo2	𢩞
bo2	𢺽
bo2	𢾢
bo2	𣀛
bo2	𣉱
bo2	𣛓
bo2	𣞺
bo2	𤏡
bo2	𤑥
bo2	𤒔
bo2	𤸨
bo2	𥙃
bo2	𥜖
bo2	𥣣
bo2	𦂥
bo2	𦈞
bo2	𦣃
bo2	𦩑
bo2	𦻎
bo2	𧇚
bo2	𧎜
bo2	𧔸
bo2	𧔹
bo2	𧟵
bo2	𨀾
bo2	𨃫
bo2	𨆞
bo2	𨐷
bo2	𨬡
bo2	𩍰
bo2	𩓐
bo2	𩗀
bo2	𩗒
bo2	𩙦
bo2	𩥶
bo2	𩲸
bo2	󺨲
bo2	󻂜
bo2	󻄳
bo2	󻎗
bo2	󻑪
bo2	󻑱
bo2	󻒔
bo2	󻒨
bo2	𫟱
bo2	𫐈
bo2	𪥷
bo2	𪞜
bo2	󽸁
bo2	󽴕
bo2	󽡹
bo2	󽙽
bo2	𪧓
bo2	󽐎
bo2	𬂺
bo2	󽇞
bo2	𫗈
bo2	󺐪
bo2	󺏩
bo2	󺄑
bo2	󹻗
bo2	󹵲
bo2	󽄥
bo2	𬈆
bo2	󼾡
bo2	󼹑
bo2	𫧤
bo2	󼱺
bo2	󼬳
bo2	󼫄
bo2	󼨻
bo2	𬝌
bo2	𬫋
bo2	𬫆
bo2	󼤫
bo2	󼂹
bo2	󹯣
bo2	󹫉
bo2	󹨸
bo2	󹨠
bo2	󹧚
bo2	󹡻
bo2	驳
bo2	袯
bo2	钹
bo2	铂
bo2	鹁
bo2	馎
bo2	鲌
bo2	镈
bo2	󹗨
bo2	󹋮
bo2	󹈬
bo2	𪠑
bo2	𪣽
bo2	𤽞
bo2	𡍈
bo2	𡞌
bo2	瓸
bo2	𤶋
bo2	𦛭
bo2	𣓬
bo2	𣹁
bo2	󿿀
bo2	𧹡
bo2	鈸
bo2	𡈝
bo2	𧟸
bo2	𤍿
bo2	𩃫
bo2	𩭗
bo2	𨘐
bo2	𣞮
bo2	𧂸
bo2	𪽾
bo2	𪶯
bo2	𫆲
bo2	𫉖
bo2	𪬽
bo2	𫓆
bo2	󰈅
bo2	󰈆
bo2	󰔑
bo2	󰔒
bo2	󰞢
bo2	󰟭
bo2	󰟮
bo2	󰟯
bo2	󰟰
bo3	跛
bo3	簸
bo3	蚾
bo3	㝿
bo3	𥸥
bo3	𪚷
bo3	𤿑
bo3	𨈵
bo3	𪓜
bo3	𠤻
bo3	󻶼
bo3	𥸦
bo4	北
bo4	亳
bo4	播
bo4	擘
bo4	檗
bo4	薄
bo4	薜
bo4	簸
bo4	蘗
bo4	挀
bo4	捭
bo4	譒
bo4	孹
bo4	檘
bo4	襎
bo4	奙
bo4	𠅢
bo4	𧉥
bo4	蔢
bo4	䙏
bo4	㵨
bo4	𠴸
bo4	𡯳
bo4	𤗺
bo4	北
bo4	𨤏
bo4	𢬽
bo4	𢮆
bo4	𡯷
bo4	𣍸
bo4	𢿥
bo4	𦻈
bo4	𢹐
bo4	𠊕
bo4	𡅂
bo4	𨐓
bo4	𨐷
bo4	𩈔
bo4	󼫱
bo4	𪢁
bo4	󿭾
bo4	󻢡
bo4	󹋀
bo4	𥺫
bo4	𧂸
bo4	𪯒
bo4	󰙇
bo5	蔔
bo5	啵
bo5	𥔌
bai	掰
bai	𢯌
bai	𩑢
bai	䪹
bai	𢛞
bai	䫊
bai	𨃅
bai	㓦
bai2	白
bai2	䱝
bai2	𥬝
bai2	𤼽
bai2	𦣺
bai2	𧔸
bai2	󺪡
bai2	󽳛
bai2	󼺤
bai2	󼤫
bai2	𡊚
bai2	𡛳
bai2	𣆆
bai2	𣐩
bai2	𤇢
bai3	百
bai3	伯
bai3	把
bai3	佰
bai3	柏
bai3	擺
bai3	襬
bai3	捭
bai3	粨
bai3	絔
bai3	㤳
bai3	㧱
bai3	栢
bai3	竡
bai3	摆
bai3	㔥
bai3	𣍺
bai3	𢬽
bai3	𢮆
bai3	𢮤
bai3	𢸇
bai3	𢺞
bai3	𧟍
bai3	𠫛
bai3	𡙂
bai3	𢟥
bai3	𢱎
bai3	𧋲
bai3	𧔹
bai3	𨒹
bai3	󺟎
bai3	󺰁
bai3	󹁝
bai3	󹂂
bai3	󽫋
bai3	󽛸
bai3	󽚵
bai3	󺍣
bai3	󺋰
bai3	󺂬
bai3	󹹜
bai3	󼱺
bai3	󼫱
bai3	󼫄
bai3	𬝌
bai3	󼑛
bai3	󼄒
bai3	𡶾
bai3	𤽠
bai3	𣰱
bai3	𪶯
bai3	𪳴
bai3	󰈅
bai3	󰈆
bai4	拜
bai4	敗
bai4	庍
bai4	唄
bai4	稗
bai4	粺
bai4	䒔
bai4	拝
bai4	䢙
bai4	㰆
bai4	鞴
bai4	𦳞
bai4	㠔
bai4	㔥
bai4	𩍁
bai4	韛
bai4	㶔
bai4	𢂏
bai4	𤽹
bai4	𠼚
bai4	𡏯
bai4	𦩋
bai4	𩋂
bai4	𤁣
bai4	𩏞
bai4	𪐄
bai4	𩏦
bai4	𢇩
bai4	𢫶
bai4	𣬊
bai4	𢮠
bai4	𢰛
bai4	𢱲
bai4	𥟑
bai4	𨀪
bai4	𠼕
bai4	𢳎
bai4	𤖐
bai4	𥺛
bai4	𩎬
bai4	𠟻
bai4	𢴽
bai4	𣬓
bai4	𡁭
bai4	𢷎
bai4	𩎻
bai4	𩏃
bai4	𣀕
bai4	贁
bai4	𢹄
bai4	𩌎
bai4	𩏕
bai4	𥽚
bai4	𩍘
bai4	𣠻
bai4	𡴬
bai4	𠏆
bai4	𡭢
bai4	𢈕
bai4	𢟥
bai4	𢱭
bai4	𢻵
bai4	𣡖
bai4	𣧙
bai4	𤘱
bai4	𤙅
bai4	𤳦
bai4	𤹲
bai4	𥏌
bai4	𥾾
bai4	𦁅
bai4	𦘧
bai4	𦞍
bai4	𦞏
bai4	𦾙
bai4	𧄧
bai4	𨀲
bai4	𨆒
bai4	𨋅
bai4	𩌟
bai4	𩏄
bai4	𩖠
bai4	𩚾
bai4	𩝳
bai4	󺦗
bai4	󻅒
bai4	󽶡
bai4	𪩹
bai4	󽐂
bai4	󽇦
bai4	󺆑
bai4	󹺱
bai4	󼻪
bai4	𪲻
bai4	󼔆
bai4	𫒲
bai4	呗
bai4	败
bai4	薭
bai4	𣮚
bai4	𦤛
bai4	𪦚
bai4	𪿪
bai4	𫅫
bai4	𫙰
bai4	󰚙
bai5	𥏌
bai5	㗑
bei	卑
bei	杯
bei	盃
bei	背
bei	俾
bei	埤
bei	悲
bei	揹
bei	碑
bei	箄
bei	襬
bei	伓
bei	庳
bei	桮
bei	椑
bei	萆
bei	鞞
bei	藣
bei	鵯
bei	阫
bei	𢌿
bei	琕
bei	摆
bei	㮎
bei	壀
bei	錃
bei	𤰞
bei	㽡
bei	𥓓
bei	𦈶
bei	𦸣
bei	䚜
bei	𥱼
bei	𣝁
bei	䱝
bei	𩔹
bei	䎱
bei	𧄾
bei	䥯
bei	𤵛
bei	𢃍
bei	𤷁
bei	𣬍
bei	𧼠
bei	𥰘
bei	𨧦
bei	𥶓
bei	𠤯
bei	𠈷
bei	𠥀
bei	卑
bei	𦈧
bei	𡌸
bei	𡌹
bei	𡮁
bei	𡲎
bei	𢈷
bei	庳
bei	𢔌
bei	㥱
bei	𡐕
bei	𠾦
bei	𨿵
bei	𧀛
bei	𩌛
bei	𪂃
bei	𥷾
bei	𧟍
bei	𨰟
bei	𠥧
bei	𡌨
bei	𡭼
